tip well,tip,titrant,3.125,6.25,12.5,25,50,100
D8,Lpd3,EVH1 only,0.25653240999999993,0.369279762,0.5050536039999998,0.6465387679999999,0.8127169459999997,1.0119774740000003
D9,empty,EVH1 only,0.011216314000000116,0.010138052000000064,0.01783331199999988,0.020731025999999986,0.03710197399999998,0.07008384800000006
D10,SHIP2,EVH1 only,0.11777968199999972,0.17996562600000016,0.2674120480000002,0.35887822200000014,0.47163394600000014,0.6014908400000002
